연월,시군구명,읍면동명,업종명,성별,이용자수,이용금액
2018-01-01,제주시,용담1동,슈퍼마켓,여성,632,8104150
2018-01-01,제주시,용담1동,수산물 소매업,여성,31,2898500
2018-01-01,제주시,용담1동,서양식 음식점업,여성,178,3058000
2018-01-01,제주시,용담1동,빵 및 과자류 소매업,여성,225,3758000
2018-01-01,제주시,용담1동,기타음식료품위주종합소매업,여성,7,240300
2018-01-01,제주시,외도동,호텔업,여성,58,13316198
2018-01-01,제주시,용담1동,기타 주점업,여성,38,4745000
2018-01-01,제주시,용담1동,기타 외국식 음식점업,여성,8,497000
2018-01-01,제주시,용담1동,그외 기타 종합 소매업,여성,1,1000000
2018-01-01,제주시,용담1동,과실 및 채소 소매업,여성,295,18713030
2018-01-01,제주시,용담1동,건강보조식품 소매업,여성,1,230000
2018-01-01,제주시,외도동,화장품 및 방향제 소매업,여성,426,11450540
2018-01-01,제주시,외도동,기타음식료품위주종합소매업,여성,45,2631500
2018-01-01,제주시,외도동,기타 주점업,여성,4,520000
2018-01-01,제주시,외도동,기타 외국식 음식점업,여성,366,9223500
2018-01-01,제주시,삼도1동,체인화 편의점,여성,3821,32098910
2018-01-01,제주시,삼도1동,차량용 주유소 운영업,여성,278,13632617
2018-01-01,제주시,삼도1동,중식 음식점업,여성,242,6144000
2018-01-01,제주시,삼도1동,전시 및 행사 대행업,여성,4,360000
2018-01-01,제주시,삼도2동,일반유흥 주점업,남성,167,47197000
2018-01-01,제주시,삼도2동,호텔업,남성,950,189228847
2018-01-01,제주시,애월읍,관광 민예품 및 선물용품 소매업,남성,104,3691300
2018-01-01,제주시,삼도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,301,3197500
2018-01-01,제주시,삼도2동,체인화 편의점,남성,10287,94302290
2018-01-01,제주시,삼도2동,중식 음식점업,남성,548,14461000
2018-01-01,제주시,삼도1동,그외 기타 종합 소매업,여성,6,3100000
2018-01-01,제주시,삼도2동,일식 음식점업,남성,32,2932000
2018-01-01,제주시,삼도2동,빵 및 과자류 소매업,남성,610,6582680
2018-01-01,제주시,삼도2동,욕탕업,남성,137,3418000
2018-01-01,제주시,삼도2동,여행사업,남성,5,66000
2018-01-01,제주시,삼도2동,여관업,남성,712,16301808
2018-01-01,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,남성,128,8998000
2018-01-01,제주시,삼도2동,슈퍼마켓,남성,1542,24188870
2018-01-01,제주시,삼도2동,육류 소매업,남성,72,2178660
2018-01-01,제주시,삼도1동,관광 민예품 및 선물용품 소매업,여성,22,4734000
2018-01-01,제주시,삼도1동,과실 및 채소 소매업,여성,62,20555400
2018-01-01,제주시,봉개동,육류 소매업,여성,18,4144100
2018-01-01,제주시,봉개동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,50,417100
2018-01-01,제주시,봉개동,한식 음식점업,남성,1473,47057400
2018-01-01,제주시,봉개동,휴양콘도 운영업,남성,935,122050950
2018-01-01,제주시,봉개동,골프장 운영업,여성,93,9675930
2018-01-01,제주시,봉개동,과실 및 채소 소매업,여성,118,5907200
2018-01-01,제주시,봉개동,그외 기타 스포츠시설 운영업,여성,5,240000
2018-01-01,제주시,봉개동,그외 기타 종합 소매업,여성,33,1754450
2018-01-01,제주시,봉개동,기타 외국식 음식점업,여성,74,1799000
2018-01-01,제주시,봉개동,비알콜 음료점업,여성,158,1573700
2018-01-01,제주시,봉개동,빵 및 과자류 소매업,여성,118,950200
2018-01-01,제주시,봉개동,서양식 음식점업,여성,101,2340800
2018-01-01,제주시,봉개동,슈퍼마켓,여성,1211,28085600
2018-01-01,제주시,봉개동,스포츠 및 레크레이션 용품 임대업,여성,3,98000
2018-01-01,제주시,봉개동,여관업,여성,28,1070000
2018-01-01,제주시,봉개동,여행사업,여성,2,2530000
2018-01-01,제주시,삼도2동,수산물 소매업,남성,7,862000
2018-01-01,제주시,봉개동,그외 기타 종합 소매업,남성,143,8128170
2018-01-01,제주시,삼도2동,화장품 및 방향제 소매업,남성,22,4289000
2018-01-01,제주시,삼도2동,관광 민예품 및 선물용품 소매업,여성,51,3305600
2018-01-01,제주시,삼도1동,일반유흥 주점업,여성,20,6293000
2018-01-01,제주시,삼도1동,육류 소매업,여성,323,30332800
2018-01-01,제주시,삼도1동,욕탕업,여성,113,5307500
2018-01-01,제주시,삼도1동,여관업,여성,130,6881800
2018-01-01,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,여성,45,6391900
2018-01-01,제주시,삼도1동,수산물 소매업,여성,13,4736000
2018-01-01,제주시,삼도1동,일식 음식점업,여성,160,8621000
2018-01-01,제주시,삼도2동,기타음식료품위주종합소매업,남성,1,24000
2018-01-01,제주시,삼도1동,빵 및 과자류 소매업,여성,1083,13983790
2018-01-01,제주시,삼도1동,비알콜 음료점업,여성,95,1372800
2018-01-01,제주시,삼도1동,마사지업,여성,1,100000
2018-01-01,제주시,삼도1동,기타음식료품위주종합소매업,여성,53,1131400
2018-01-01,제주시,삼도1동,기타 주점업,여성,69,13175000
2018-01-01,제주시,삼도1동,자동차 임대업,여성,2,90000
2018-01-01,제주시,삼도1동,서양식 음식점업,여성,559,7118140
2018-01-01,제주시,삼도1동,슈퍼마켓,여성,8988,247004060
2018-01-01,제주시,삼도1동,기타 외국식 음식점업,여성,144,2122000
2018-01-01,제주시,삼도2동,비알콜 음료점업,남성,33,242500
2018-01-01,제주시,삼도2동,그외 기타 종합 소매업,여성,3,270000
2018-01-01,제주시,삼도2동,기타 대형 종합 소매업,여성,9173,661638250
2018-01-01,제주시,삼도2동,기타 외국식 음식점업,여성,127,7071200
2018-01-01,제주시,삼도2동,기타 주점업,여성,32,4875000
2018-01-01,제주시,삼도2동,기타음식료품위주종합소매업,여성,2,106500
2018-01-01,제주시,삼도2동,비알콜 음료점업,여성,30,268500
2018-01-01,제주시,삼도2동,빵 및 과자류 소매업,여성,808,8812410
2018-01-01,제주시,삼도2동,서양식 음식점업,여성,699,12291035
2018-01-01,제주시,삼도2동,수산물 소매업,여성,5,5681000
2018-01-01,제주시,삼도2동,슈퍼마켓,여성,1002,19420770
2018-01-01,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,여성,60,13694600
2018-01-01,제주시,삼도2동,여관업,여성,324,7254655
2018-01-01,제주시,삼도2동,여행사업,여성,1,10000
2018-01-01,제주시,삼도2동,욕탕업,여성,68,1616000
2018-01-01,제주시,삼도2동,서양식 음식점업,남성,505,11595850
2018-01-01,제주시,삼도2동,과실 및 채소 소매업,여성,42,1178000
2018-01-01,제주시,애월읍,그외 기타 스포츠시설 운영업,남성,17,2371500
2018-01-01,제주시,삼양동,육류 소매업,남성,256,16622100
2018-01-01,제주시,애월읍,그외 기타 종합 소매업,남성,5,2900000
2018-01-01,제주시,조천읍,일반유흥 주점업,남성,73,3469500
2018-01-01,제주시,조천읍,일식 음식점업,남성,410,38540500
2018-01-01,제주시,조천읍,전시 및 행사 대행업,남성,2449,64085550
2018-01-01,제주시,조천읍,중식 음식점업,남성,592,17664050
2018-01-01,제주시,조천읍,차량용 가스 충전업,남성,207,18544602
2018-01-01,제주시,조천읍,차량용 주유소 운영업,남성,4552,341897379
2018-01-01,제주시,조천읍,육류 소매업,남성,129,17239706
2018-01-01,제주시,조천읍,체인화 편의점,남성,11483,118658540
2018-01-01,제주시,조천읍,한식 음식점업,남성,11915,485857272
2018-01-01,제주시,조천읍,호텔업,남성,52,6696000
2018-01-01,제주시,조천읍,화장품 및 방향제 소매업,남성,24,1763100
2018-01-01,제주시,조천읍,휴양콘도 운영업,남성,1506,169165890
2018-01-01,제주시,일도2동,한식 음식점업,여성,9287,308951396
2018-01-01,제주시,일도2동,체인화 편의점,여성,8592,70580740
2018-01-01,제주시,조천읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,772,14887960
2018-01-01,제주시,조천읍,과실 및 채소 소매업,여성,68,3478900
2018-01-01,제주시,조천읍,욕탕업,남성,316,9155500
2018-01-01,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,남성,330,13688200
2018-01-01,제주시,조천읍,서양식 음식점업,남성,1548,29373880
2018-01-01,제주시,조천읍,빵 및 과자류 소매업,남성,1635,23874894
2018-01-01,제주시,조천읍,비알콜 음료점업,남성,422,4703990
2018-01-01,제주시,조천읍,기타음식료품위주종합소매업,남성,2345,55622090
2018-01-01,제주시,조천읍,기타 주점업,남성,21,3065000
2018-01-01,제주시,조천읍,그외 기타 종합 소매업,남성,2259,80950770
2018-01-01,제주시,조천읍,여관업,남성,816,56914444
2018-01-01,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,3189,34632033
2018-01-01,제주시,조천읍,관광 민예품 및 선물용품 소매업,남성,217,14377900
2018-01-01,제주시,조천읍,과실 및 채소 소매업,남성,88,11626500
2018-01-01,제주시,조천읍,골프장 운영업,남성,656,94450950
2018-01-01,제주시,일도2동,화장품 및 방향제 소매업,여성,588,30288230
2018-01-01,제주시,일도2동,호텔업,여성,4,385000
2018-01-01,제주시,조천읍,슈퍼마켓,남성,4773,127682320
2018-01-01,제주시,조천읍,그외 기타 스포츠시설 운영업,남성,8,485800
2018-01-01,제주시,일도2동,화장품 및 방향제 소매업,남성,211,6654040
2018-01-01,제주시,일도2동,기타 대형 종합 소매업,여성,1632,56532060
2018-01-01,제주시,일도2동,그외 기타 종합 소매업,여성,10662,729334770
2018-01-01,제주시,일도2동,슈퍼마켓,여성,9468,197943616
2018-01-01,제주시,일도2동,스포츠 및 레크레이션 용품 임대업,여성,197,18222900
2018-01-01,제주시,일도2동,여관업,여성,43,1848000
2018-01-01,제주시,일도2동,여행사업,여성,131,14630010
2018-01-01,제주시,일도2동,욕탕업,여성,28,278016
2018-01-01,제주시,일도2동,육류 소매업,여성,532,20773010
2018-01-01,제주시,일도2동,수산물 소매업,여성,89,8381066
2018-01-01,제주시,일도2동,일반유흥 주점업,여성,184,20305800
2018-01-01,제주시,일도2동,전시 및 행사 대행업,여성,71,596000
2018-01-01,제주시,일도2동,중식 음식점업,여성,220,5408500
2018-01-01,제주시,조천읍,골프장 운영업,여성,140,18226150
2018-01-01,제주시,조천읍,관광 민예품 및 선물용품 소매업,여성,335,10684550
2018-01-01,제주시,한경면,전시 및 행사 대행업,남성,269,7804500
2018-01-01,제주시,추자면,수산물 소매업,여성,10,1469000
2018-01-01,제주시,일도2동,일식 음식점업,여성,346,19958800
2018-01-01,제주시,일도2동,서양식 음식점업,여성,701,12992100
2018-01-01,제주시,일도2동,빵 및 과자류 소매업,여성,4284,55980229
2018-01-01,제주시,일도2동,비알콜 음료점업,여성,904,9273980
2018-01-01,제주시,일도2동,그외 기타 스포츠시설 운영업,여성,1,8000
2018-01-01,제주시,일도2동,관광 민예품 및 선물용품 소매업,여성,2,240000
2018-01-01,제주시,일도2동,과실 및 채소 소매업,여성,386,19167500
2018-01-01,제주시,일도2동,건강보조식품 소매업,여성,26,1368000
2018-01-01,제주시,일도2동,호텔업,남성,12,627000
2018-01-01,제주시,일도2동,차량용 주유소 운영업,여성,1851,75378429
2018-01-01,제주시,일도2동,한식 음식점업,남성,16632,648780042
2018-01-01,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,3587,38435900
2018-01-01,제주시,일도2동,체인화 편의점,남성,16810,149067620
2018-01-01,제주시,일도2동,차량용 주유소 운영업,남성,2843,126955970
2018-01-01,제주시,일도2동,중식 음식점업,남성,480,11333600
2018-01-01,제주시,일도2동,전시 및 행사 대행업,남성,51,320000
2018-01-01,제주시,일도2동,기타 외국식 음식점업,여성,369,14272400
2018-01-01,제주시,일도2동,기타 주점업,여성,139,19813510
2018-01-01,제주시,일도2동,기타음식료품위주종합소매업,여성,2,55500
2018-01-01,제주시,조천읍,수산물 소매업,남성,14,1965000
2018-01-01,제주시,조천읍,기타 외국식 음식점업,남성,346,9716000
2018-01-01,제주시,한경면,중식 음식점업,남성,364,10703500
2018-01-01,제주시,한경면,차량용 가스 충전업,남성,87,7152990
2018-01-01,제주시,화북동,슈퍼마켓,여성,4375,79107900
2018-01-01,제주시,화북동,스포츠 및 레크레이션 용품 임대업,여성,25,1528000
2018-01-01,제주시,화북동,여관업,여성,1,50000
2018-01-01,제주시,화북동,욕탕업,여성,314,14636000
2018-01-01,제주시,화북동,육류 소매업,여성,495,16938600
2018-01-01,제주시,화북동,일식 음식점업,여성,15,926000
2018-01-01,제주시,화북동,수산물 소매업,여성,45,2066000
2018-01-01,제주시,화북동,자동차 임대업,여성,22,1374900
2018-01-01,제주시,화북동,중식 음식점업,여성,266,7184600
2018-01-01,제주시,화북동,차량용 가스 충전업,여성,515,23638281
2018-01-01,제주시,화북동,차량용 주유소 운영업,여성,3370,167880142
2018-01-01,제주시,화북동,체인화 편의점,여성,4625,38451410
2018-01-01,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1058,19062370
2018-01-01,제주시,화북동,한식 음식점업,여성,5404,179985078
2018-01-01,제주시,화북동,전시 및 행사 대행업,여성,10,151700
2018-01-01,제주시,화북동,서양식 음식점업,여성,353,6289300
2018-01-01,제주시,화북동,차량용 가스 충전업,남성,957,43647010
2018-01-01,제주시,화북동,차량용 주유소 운영업,남성,6220,333495364
2018-01-01,제주시,한림읍,서양식 음식점업,여성,2918,62169800
2018-01-01,제주시,한림읍,수산물 소매업,여성,176,24353250
2018-01-01,제주시,화북동,과실 및 채소 소매업,여성,188,12319000
2018-01-01,제주시,화북동,빵 및 과자류 소매업,여성,2318,30826752
2018-01-01,제주시,화북동,비알콜 음료점업,여성,174,2317700
2018-01-01,제주시,화북동,기타 주점업,여성,6,1430000
2018-01-01,제주시,화북동,기타 외국식 음식점업,여성,519,20885200
2018-01-01,제주시,화북동,기타 대형 종합 소매업,여성,4039,159788130
2018-01-01,제주시,화북동,관광 민예품 및 선물용품 소매업,여성,3,775000
2018-01-01,제주시,화북동,건강보조식품 소매업,여성,23,4597900
2018-01-01,제주시,화북동,전시 및 행사 대행업,남성,4,44800
2018-01-01,제주시,화북동,화장품 및 방향제 소매업,남성,131,5711190
2018-01-01,제주시,화북동,한식 음식점업,남성,9506,327919725
2018-01-01,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1142,21998550
2018-01-01,제주시,화북동,체인화 편의점,남성,10992,99910760
2018-01-01,제주시,봉개동,그외 기타 스포츠시설 운영업,남성,3,400000
2018-01-01,제주시,추자면,차량용 주유소 운영업,여성,45,4270000
2018-01-01,제주시,화북동,중식 음식점업,남성,494,12220300
2018-01-01,제주시,한림읍,슈퍼마켓,여성,3312,102325510
2018-01-01,제주시,화북동,그외 기타 종합 소매업,남성,1,1000000
2018-01-01,제주시,화북동,기타 대형 종합 소매업,남성,3853,149499730
2018-01-01,제주시,화북동,기타 외국식 음식점업,남성,744,23314000
2018-01-01,제주시,화북동,기타 주점업,남성,63,13250000
2018-01-01,제주시,화북동,기타음식료품위주종합소매업,남성,3,106000
2018-01-01,제주시,화북동,비알콜 음료점업,남성,129,1286200
2018-01-01,제주시,화북동,관광 민예품 및 선물용품 소매업,남성,5,422500
2018-01-01,제주시,화북동,빵 및 과자류 소매업,남성,1730,21412010
2018-01-01,제주시,화북동,수산물 소매업,남성,53,3161000
2018-01-01,제주시,화북동,슈퍼마켓,남성,5396,89394910
2018-01-01,제주시,화북동,스포츠 및 레크레이션 용품 임대업,남성,165,10273600
2018-01-01,제주시,화북동,욕탕업,남성,577,19218000
2018-01-01,제주시,화북동,육류 소매업,남성,368,14436570
2018-01-01,제주시,한경면,차량용 주유소 운영업,남성,1486,169334820
2018-01-01,제주시,화북동,서양식 음식점업,남성,370,7506100
2018-01-01,제주시,화북동,과실 및 채소 소매업,남성,120,47237100
2018-01-01,제주시,화북동,건강보조식품 소매업,남성,17,3031400
2018-01-01,제주시,한림읍,휴양콘도 운영업,여성,62,7952600
2018-01-01,제주시,한림읍,중식 음식점업,여성,452,16474000
2018-01-01,제주시,한림읍,화장품 및 방향제 소매업,여성,211,6497660
