시도명,시군구명,지역구분,업종명,이용자 구분,연령대,성별,연월,이용자수,이용횟수,이용금액
제주도,제주시,읍면,숙박,내국인관광객,60대이상,여,2018-12,94,129,12809940
제주도,제주시,읍면,숙박,내국인관광객,60대이상,남,2018-12,191,279,26505163
제주도,제주시,읍면,숙박,내국인관광객,50대,여,2018-12,307,367,33190942
제주도,제주시,읍면,숙박,내국인관광객,50대,남,2018-12,493,665,72294220
제주도,제주시,읍면,숙박,내국인관광객,40대,여,2018-12,397,503,41856976
제주도,제주시,읍면,숙박,내국인관광객,40대,남,2018-12,563,744,67920126
제주도,제주시,읍면,숙박,내국인관광객,30대,여,2018-12,510,617,51997841
제주도,제주시,읍면,숙박,내국인관광객,30대,남,2018-12,479,673,50017075
제주도,제주시,읍면,숙박,내국인관광객,20대미만,여,2018-12,7,9,113220
제주도,제주시,읍면,숙박,내국인관광객,20대미만,남,2018-12,18,23,1438600
제주도,제주시,읍면,숙박,내국인관광객,20대,여,2018-12,374,417,22011699
제주도,제주시,읍면,숙박,내국인관광객,20대,남,2018-12,292,351,20634113
제주도,제주시,읍면,쇼핑,제주도민,60대이상,여,2018-12,1582,5203,206633645
제주도,제주시,읍면,쇼핑,제주도민,60대이상,남,2018-12,2788,9280,325061286
제주도,제주시,읍면,쇼핑,제주도민,50대,여,2018-12,2858,9611,334957857
제주도,제주시,읍면,쇼핑,제주도민,50대,남,2018-12,4703,16323,380996152
제주도,제주시,읍면,쇼핑,제주도민,40대,여,2018-12,3648,12876,306738635
제주도,제주시,읍면,쇼핑,제주도민,40대,남,2018-12,6228,22235,397200573
제주도,제주시,읍면,쇼핑,제주도민,30대,여,2018-12,2667,8946,175275932
제주도,제주시,읍면,쇼핑,제주도민,30대,남,2018-12,4522,15748,240466187
제주도,제주시,읍면,쇼핑,제주도민,20대미만,여,2018-12,139,455,2052150
제주도,제주시,읍면,쇼핑,제주도민,20대미만,남,2018-12,200,799,4063460
제주도,제주시,읍면,쇼핑,제주도민,20대,여,2018-12,1653,4746,52189720
제주도,제주시,읍면,쇼핑,제주도민,20대,남,2018-12,2574,9303,92025830
제주도,제주시,읍면,쇼핑,내국인관광객,60대이상,여,2018-12,861,2059,52438060
제주도,제주시,읍면,쇼핑,내국인관광객,60대이상,남,2018-12,1489,3762,77651290
제주도,제주시,읍면,쇼핑,내국인관광객,50대,여,2018-12,1850,3913,75992540
제주도,제주시,읍면,쇼핑,내국인관광객,50대,남,2018-12,3388,7895,145519930
제주도,제주시,읍면,쇼핑,내국인관광객,40대,여,2018-12,2593,5300,99499290
제주도,제주시,읍면,쇼핑,내국인관광객,40대,남,2018-12,4618,11726,193623523
제주도,제주시,읍면,쇼핑,내국인관광객,30대,여,2018-12,3689,6698,108961860
제주도,제주시,읍면,쇼핑,내국인관광객,30대,남,2018-12,5290,11327,158404000
제주도,제주시,읍면,쇼핑,내국인관광객,20대미만,여,2018-12,90,155,1398450
제주도,제주시,읍면,쇼핑,내국인관광객,20대미만,남,2018-12,110,256,3069910
제주도,제주시,읍면,쇼핑,내국인관광객,20대,여,2018-12,4314,7380,78250520
제주도,제주시,읍면,쇼핑,내국인관광객,20대,남,2018-12,4298,8487,88237800
제주도,제주시,읍면,소매,제주도민,60대이상,여,2018-12,352,499,45362418
제주도,제주시,읍면,소매,제주도민,60대이상,남,2018-12,455,674,54944468
제주도,제주시,읍면,소매,제주도민,50대,여,2018-12,551,814,91455900
제주도,제주시,읍면,소매,제주도민,50대,남,2018-12,793,1136,87242050
제주도,제주시,읍면,소매,제주도민,40대,여,2018-12,605,908,52214818
제주도,제주시,읍면,소매,제주도민,40대,남,2018-12,876,1421,85809709
제주도,제주시,읍면,소매,제주도민,30대,여,2018-12,415,559,19368472
제주도,제주시,읍면,소매,제주도민,30대,남,2018-12,549,800,30633549
제주도,제주시,읍면,소매,제주도민,20대미만,여,2018-12,21,22,460100
제주도,제주시,읍면,소매,제주도민,20대미만,남,2018-12,17,19,891350
제주도,제주시,읍면,소매,제주도민,20대,여,2018-12,253,316,7277936
제주도,제주시,읍면,소매,제주도민,20대,남,2018-12,309,455,11192127
제주도,제주시,읍면,소매,내국인관광객,60대이상,여,2018-12,364,431,25605260
제주도,제주시,읍면,소매,내국인관광객,60대이상,남,2018-12,449,543,29258380
제주도,제주시,읍면,소매,내국인관광객,50대,여,2018-12,821,1011,42650004
제주도,제주시,읍면,소매,내국인관광객,50대,남,2018-12,894,1095,46510728
제주도,제주시,읍면,소매,내국인관광객,40대,여,2018-12,878,1055,33348670
제주도,제주시,읍면,소매,내국인관광객,40대,남,2018-12,966,1233,39875744
제주도,제주시,읍면,소매,내국인관광객,30대,여,2018-12,1288,1496,41784812
제주도,제주시,읍면,소매,내국인관광객,30대,남,2018-12,1173,1435,45362981
제주도,제주시,읍면,소매,내국인관광객,20대미만,여,2018-12,59,69,1313330
제주도,제주시,읍면,소매,내국인관광객,20대미만,남,2018-12,39,52,911950
제주도,제주시,읍면,소매,내국인관광객,20대,여,2018-12,1982,2235,49819370
제주도,제주시,읍면,소매,내국인관광객,20대,남,2018-12,906,1033,25949630
제주도,제주시,읍면,문화/레져,제주도민,60대이상,여,2018-12,132,184,14549585
제주도,제주시,읍면,문화/레져,제주도민,60대이상,남,2018-12,456,657,59904433
제주도,제주시,읍면,문화/레져,제주도민,50대,여,2018-12,362,471,42665895
제주도,제주시,읍면,문화/레져,제주도민,50대,남,2018-12,1123,1475,134603945
제주도,제주시,읍면,문화/레져,제주도민,40대,여,2018-12,505,684,53684750
제주도,제주시,읍면,문화/레져,제주도민,40대,남,2018-12,1075,1452,104342197
제주도,제주시,읍면,문화/레져,제주도민,30대,여,2018-12,498,677,17751410
제주도,제주시,읍면,문화/레져,제주도민,30대,남,2018-12,529,756,30211280
제주도,제주시,읍면,문화/레져,제주도민,20대미만,여,2018-12,17,26,241900
제주도,제주시,읍면,문화/레져,제주도민,20대미만,남,2018-12,39,139,918590
제주도,제주시,읍면,문화/레져,제주도민,20대,여,2018-12,169,243,3532100
제주도,제주시,읍면,문화/레져,제주도민,20대,남,2018-12,224,698,7486110
제주도,제주시,읍면,문화/레져,내국인관광객,60대이상,여,2018-12,329,427,33559556
제주도,제주시,읍면,문화/레져,내국인관광객,60대이상,남,2018-12,798,1143,145922497
제주도,제주시,읍면,문화/레져,내국인관광객,50대,여,2018-12,825,1018,58400300
제주도,제주시,읍면,문화/레져,내국인관광객,50대,남,2018-12,1630,2052,205865840
제주도,제주시,읍면,문화/레져,내국인관광객,40대,여,2018-12,1083,1400,57508545
제주도,제주시,읍면,문화/레져,내국인관광객,40대,남,2018-12,1578,2006,122473935
제주도,제주시,읍면,문화/레져,내국인관광객,30대,여,2018-12,1159,1441,44757300
제주도,제주시,읍면,문화/레져,내국인관광객,30대,남,2018-12,1165,1445,48655890
제주도,제주시,읍면,문화/레져,내국인관광객,20대미만,여,2018-12,31,33,629900
제주도,제주시,읍면,문화/레져,내국인관광객,20대미만,남,2018-12,31,34,727700
제주도,제주시,읍면,문화/레져,내국인관광객,20대,여,2018-12,969,1114,18900235
제주도,제주시,읍면,문화/레져,내국인관광객,20대,남,2018-12,716,967,17121310
제주도,제주시,읍면,교통,제주도민,60대이상,여,2018-12,1281,2355,219347989
제주도,제주시,읍면,교통,제주도민,60대이상,남,2018-12,4168,9866,921060041
제주도,제주시,읍면,교통,제주도민,50대,여,2018-12,1378,2288,170954860
제주도,제주시,읍면,교통,제주도민,50대,남,2018-12,3031,6292,531541227
제주도,제주시,읍면,교통,제주도민,40대,여,2018-12,1346,2182,150404194
제주도,제주시,읍면,교통,제주도민,40대,남,2018-12,2543,4746,401682962
제주도,제주시,읍면,교통,제주도민,30대,여,2018-12,917,1395,79875110
제주도,제주시,읍면,교통,제주도민,30대,남,2018-12,1321,2189,127771280
제주도,제주시,읍면,교통,제주도민,20대미만,여,2018-12,4,7,256358
제주도,제주시,읍면,교통,제주도민,20대미만,남,2018-12,11,13,556617
제주도,제주시,읍면,교통,제주도민,20대,여,2018-12,300,409,19972931
제주도,제주시,읍면,교통,제주도민,20대,남,2018-12,469,738,33131050
제주도,제주시,읍면,교통,내국인관광객,60대이상,여,2018-12,451,559,28560555
제주도,제주시,읍면,교통,내국인관광객,60대이상,남,2018-12,1181,1467,85914244
제주도,제주시,읍면,교통,내국인관광객,50대,여,2018-12,1129,1420,70322221
제주도,제주시,읍면,교통,내국인관광객,50대,남,2018-12,2610,3239,187875865
제주도,제주시,읍면,교통,내국인관광객,40대,여,2018-12,1337,1680,73711183
제주도,제주시,읍면,교통,내국인관광객,40대,남,2018-12,2857,3627,197872983
제주도,제주시,읍면,교통,내국인관광객,30대,여,2018-12,1562,1890,63559241
제주도,제주시,읍면,교통,내국인관광객,30대,남,2018-12,2864,3384,142231817
제주도,제주시,읍면,교통,내국인관광객,20대미만,여,2018-12,14,17,392900
제주도,제주시,읍면,교통,내국인관광객,20대미만,남,2018-12,25,29,705703
제주도,제주시,읍면,교통,내국인관광객,20대,여,2018-12,1719,2009,50911641
제주도,제주시,읍면,교통,내국인관광객,20대,남,2018-12,1695,1942,68591961
제주도,제주시,도심,유흥,제주도민,60대이상,여,2018-12,294,378,43409110
제주도,제주시,도심,유흥,제주도민,60대이상,남,2018-12,1252,1843,236672289
제주도,제주시,도심,유흥,제주도민,50대,여,2018-12,948,1194,101733275
제주도,제주시,도심,유흥,제주도민,50대,남,2018-12,4030,6047,879301490
제주도,제주시,도심,유흥,제주도민,40대,여,2018-12,1390,1712,149290960
제주도,제주시,도심,유흥,제주도민,40대,남,2018-12,4601,6753,1087845622
제주도,제주시,도심,유흥,제주도민,30대,여,2018-12,1047,1304,83918573
제주도,제주시,도심,유흥,제주도민,30대,남,2018-12,2963,3965,486783855
제주도,제주시,도심,유흥,제주도민,20대미만,여,2018-12,42,63,2430900
제주도,제주시,도심,유흥,제주도민,20대미만,남,2018-12,69,93,4791510
제주도,제주시,도심,유흥,제주도민,20대,여,2018-12,1627,2274,101603580
제주도,제주시,도심,유흥,제주도민,20대,남,2018-12,2401,3556,232900740
제주도,제주시,도심,유흥,내국인관광객,60대이상,여,2018-12,76,98,15906200
제주도,제주시,도심,유흥,내국인관광객,60대이상,남,2018-12,234,294,43076000
제주도,제주시,도심,유흥,내국인관광객,50대,여,2018-12,207,237,32006400
제주도,제주시,도심,유흥,내국인관광객,50대,남,2018-12,782,1052,177804380
제주도,제주시,도심,유흥,내국인관광객,40대,여,2018-12,220,256,27837373
제주도,제주시,도심,유흥,내국인관광객,40대,남,2018-12,913,1276,216974300
제주도,제주시,도심,유흥,내국인관광객,30대,여,2018-12,252,322,20334000
제주도,제주시,도심,유흥,내국인관광객,30대,남,2018-12,754,997,114918200
제주도,제주시,도심,유흥,내국인관광객,20대미만,여,2018-12,7,13,559700
제주도,제주시,도심,유흥,내국인관광객,20대미만,남,2018-12,4,6,585500
제주도,제주시,도심,유흥,내국인관광객,20대,여,2018-12,378,468,22051700
제주도,제주시,도심,유흥,내국인관광객,20대,남,2018-12,538,734,39909955
제주도,제주시,도심,식음료,제주도민,60대이상,여,2018-12,9619,16917,553040525
제주도,제주시,도심,식음료,제주도민,60대이상,남,2018-12,17456,34829,1386168632
제주도,제주시,도심,식음료,제주도민,50대,여,2018-12,22271,47983,1426704390
제주도,제주시,도심,식음료,제주도민,50대,남,2018-12,31612,73241,2677623804
제주도,제주시,도심,식음료,제주도민,40대,여,2018-12,32684,80019,2001259416
제주도,제주시,도심,식음료,제주도민,40대,남,2018-12,37971,91126,3072843541
제주도,제주시,도심,식음료,제주도민,30대,여,2018-12,26450,61995,1392458502
제주도,제주시,도심,식음료,제주도민,30대,남,2018-12,29911,71942,2012042808
제주도,제주시,도심,식음료,제주도민,20대미만,여,2018-12,1922,4526,54922167
제주도,제주시,도심,식음료,제주도민,20대미만,남,2018-12,1703,4087,59242442
제주도,제주시,도심,식음료,제주도민,20대,여,2018-12,22609,58885,1079710520
제주도,제주시,도심,식음료,제주도민,20대,남,2018-12,20183,52283,1177177852
제주도,제주시,도심,식음료,내국인관광객,60대이상,여,2018-12,3432,4683,169156209
제주도,제주시,도심,식음료,내국인관광객,60대이상,남,2018-12,6503,9620,384008936
제주도,제주시,도심,식음료,내국인관광객,50대,여,2018-12,8738,12195,401238930
제주도,제주시,도심,식음료,내국인관광객,50대,남,2018-12,15710,24658,973177635
제주도,제주시,도심,식음료,내국인관광객,40대,여,2018-12,11686,17544,530041047
제주도,제주시,도심,식음료,내국인관광객,40대,남,2018-12,18443,29954,998648314
제주도,제주시,도심,식음료,내국인관광객,30대,여,2018-12,15619,22925,562195533
제주도,제주시,도심,식음료,내국인관광객,30대,남,2018-12,20014,31667,889153494
제주도,제주시,도심,식음료,내국인관광객,20대미만,여,2018-12,468,739,11830740
제주도,제주시,도심,식음료,내국인관광객,20대미만,남,2018-12,438,644,11875570
제주도,제주시,도심,식음료,내국인관광객,20대,여,2018-12,17865,26709,536235139
제주도,제주시,도심,식음료,내국인관광객,20대,남,2018-12,14313,22758,496482176
제주도,제주시,도심,숙박,제주도민,60대이상,여,2018-12,241,354,57047747
제주도,제주시,도심,숙박,제주도민,60대이상,남,2018-12,431,596,249038339
제주도,제주시,도심,숙박,제주도민,50대,여,2018-12,374,522,161486158
제주도,제주시,도심,숙박,제주도민,50대,남,2018-12,855,1177,225591647
제주도,제주시,도심,숙박,제주도민,40대,여,2018-12,545,694,107319419
제주도,제주시,도심,숙박,제주도민,40대,남,2018-12,1051,1415,139464868
제주도,제주시,도심,숙박,제주도민,30대,여,2018-12,293,383,36885391
제주도,제주시,도심,숙박,제주도민,30대,남,2018-12,654,883,111992634
제주도,제주시,도심,숙박,제주도민,20대미만,여,2018-12,15,20,932992
제주도,제주시,도심,숙박,제주도민,20대미만,남,2018-12,21,24,1007100
제주도,제주시,도심,숙박,제주도민,20대,여,2018-12,395,512,21686651
제주도,제주시,도심,숙박,제주도민,20대,남,2018-12,601,791,34128787
제주도,제주시,도심,숙박,내국인관광객,60대이상,여,2018-12,210,250,36923649
제주도,제주시,도심,숙박,내국인관광객,60대이상,남,2018-12,523,649,75543214
제주도,제주시,도심,숙박,내국인관광객,50대,여,2018-12,501,610,74534806
제주도,제주시,도심,숙박,내국인관광객,50대,남,2018-12,1284,1669,201011932
제주도,제주시,도심,숙박,내국인관광객,40대,여,2018-12,697,864,104890474
제주도,제주시,도심,숙박,내국인관광객,40대,남,2018-12,1445,1893,240588664
제주도,제주시,도심,숙박,내국인관광객,30대,여,2018-12,722,853,72914516
제주도,제주시,도심,숙박,내국인관광객,30대,남,2018-12,1162,1396,147070430
제주도,제주시,도심,숙박,내국인관광객,20대미만,여,2018-12,18,19,1574244
제주도,제주시,도심,숙박,내국인관광객,20대미만,남,2018-12,22,23,1007050
제주도,제주시,도심,숙박,내국인관광객,20대,여,2018-12,653,710,58217084
제주도,제주시,도심,숙박,내국인관광객,20대,남,2018-12,696,788,54550691
제주도,제주시,도심,쇼핑,제주도민,60대이상,여,2018-12,11643,35344,1140045324
제주도,제주시,도심,쇼핑,제주도민,60대이상,남,2018-12,14851,45375,1237465171
제주도,제주시,도심,쇼핑,제주도민,50대,여,2018-12,21410,70176,1952295014
제주도,제주시,도심,쇼핑,제주도민,50대,남,2018-12,27486,91999,2034383049
제주도,제주시,도심,쇼핑,제주도민,40대,여,2018-12,28678,96631,2375472748
제주도,제주시,도심,쇼핑,제주도민,40대,남,2018-12,36807,130319,2529177251
제주도,제주시,도심,쇼핑,제주도민,30대,여,2018-12,23153,72339,1536281893
제주도,제주시,도심,쇼핑,제주도민,30대,남,2018-12,29813,109220,1660109894
제주도,제주시,도심,쇼핑,제주도민,20대미만,여,2018-12,1668,4677,29354205
제주도,제주시,도심,쇼핑,제주도민,20대미만,남,2018-12,1948,7113,36349007
제주도,제주시,도심,쇼핑,제주도민,20대,여,2018-12,19385,64178,780068567
제주도,제주시,도심,쇼핑,제주도민,20대,남,2018-12,21418,80876,783036288
제주도,제주시,도심,쇼핑,내국인관광객,60대이상,여,2018-12,4303,8326,368451592
제주도,제주시,도심,쇼핑,내국인관광객,60대이상,남,2018-12,6989,13782,546073169
제주도,제주시,도심,쇼핑,내국인관광객,50대,여,2018-12,10031,18756,802192882
제주도,제주시,도심,쇼핑,내국인관광객,50대,남,2018-12,17162,36775,1237493484
제주도,제주시,도심,쇼핑,내국인관광객,40대,여,2018-12,12572,24933,974289790
제주도,제주시,도심,쇼핑,내국인관광객,40대,남,2018-12,21145,48451,1365055576
제주도,제주시,도심,쇼핑,내국인관광객,30대,여,2018-12,14893,28317,930574225
제주도,제주시,도심,쇼핑,내국인관광객,30대,남,2018-12,21125,46716,1149478799
제주도,제주시,도심,쇼핑,내국인관광객,20대미만,여,2018-12,476,910,15848600
제주도,제주시,도심,쇼핑,내국인관광객,20대미만,남,2018-12,489,939,13383230
제주도,제주시,도심,쇼핑,내국인관광객,20대,여,2018-12,16635,31254,739091401
제주도,제주시,도심,쇼핑,내국인관광객,20대,남,2018-12,15990,35968,609065038
제주도,제주시,도심,소매,제주도민,60대이상,여,2018-12,5756,8683,922378446
제주도,제주시,도심,소매,제주도민,60대이상,남,2018-12,5386,7670,833806915
제주도,제주시,도심,소매,제주도민,50대,여,2018-12,8675,13509,1468331810
제주도,제주시,도심,소매,제주도민,50대,남,2018-12,7600,10998,1149335538
제주도,제주시,도심,소매,제주도민,40대,여,2018-12,10234,16491,1491994178
제주도,제주시,도심,소매,제주도민,40대,남,2018-12,8451,13173,1225929587
제주도,제주시,도심,소매,제주도민,30대,여,2018-12,6865,10606,750155871
제주도,제주시,도심,소매,제주도민,30대,남,2018-12,5594,8102,642098196
제주도,제주시,도심,소매,제주도민,20대미만,여,2018-12,449,701,19917133
제주도,제주시,도심,소매,제주도민,20대미만,남,2018-12,294,391,14259627
제주도,제주시,도심,소매,제주도민,20대,여,2018-12,4898,7142,399693376
제주도,제주시,도심,소매,제주도민,20대,남,2018-12,3511,5122,342044113
제주도,제주시,도심,소매,내국인관광객,60대이상,여,2018-12,2140,2622,166497679
제주도,제주시,도심,소매,내국인관광객,60대이상,남,2018-12,2664,3215,217688440
제주도,제주시,도심,소매,내국인관광객,50대,여,2018-12,4187,5163,292748713
제주도,제주시,도심,소매,내국인관광객,50대,남,2018-12,5518,6746,347418012
제주도,제주시,도심,소매,내국인관광객,40대,여,2018-12,4970,6250,292460152
제주도,제주시,도심,소매,내국인관광객,40대,남,2018-12,5899,7438,357681000
제주도,제주시,도심,소매,내국인관광객,30대,여,2018-12,6053,7661,267752588
제주도,제주시,도심,소매,내국인관광객,30대,남,2018-12,6219,7743,321956855
제주도,제주시,도심,소매,내국인관광객,20대미만,여,2018-12,244,312,6654800
제주도,제주시,도심,소매,내국인관광객,20대미만,남,2018-12,224,273,12858450
제주도,제주시,도심,소매,내국인관광객,20대,여,2018-12,7623,9729,267383947
제주도,제주시,도심,소매,내국인관광객,20대,남,2018-12,4694,5929,183468149
제주도,제주시,도심,문화/레져,제주도민,60대이상,여,2018-12,723,954,43761315
제주도,제주시,도심,문화/레져,제주도민,60대이상,남,2018-12,1481,2173,114074243
제주도,제주시,도심,문화/레져,제주도민,50대,여,2018-12,2330,3511,121853843
제주도,제주시,도심,문화/레져,제주도민,50대,남,2018-12,3445,5216,258571557
제주도,제주시,도심,문화/레져,제주도민,40대,여,2018-12,5783,8951,255991374
제주도,제주시,도심,문화/레져,제주도민,40대,남,2018-12,5755,8993,293794492
제주도,제주시,도심,문화/레져,제주도민,30대,여,2018-12,4642,6932,167153521
제주도,제주시,도심,문화/레져,제주도민,30대,남,2018-12,4312,7467,177800262
제주도,제주시,도심,문화/레져,제주도민,20대미만,여,2018-12,652,1105,10999380
제주도,제주시,도심,문화/레져,제주도민,20대미만,남,2018-12,979,3725,29304293
제주도,제주시,도심,문화/레져,제주도민,20대,여,2018-12,4373,7516,115637375
제주도,제주시,도심,문화/레져,제주도민,20대,남,2018-12,5696,18259,174029455
제주도,제주시,도심,문화/레져,내국인관광객,60대이상,여,2018-12,191,259,8986910
제주도,제주시,도심,문화/레져,내국인관광객,60대이상,남,2018-12,365,469,27837378
제주도,제주시,도심,문화/레져,내국인관광객,50대,여,2018-12,450,593,22504611
제주도,제주시,도심,문화/레져,내국인관광객,50대,남,2018-12,980,1356,70782520
제주도,제주시,도심,문화/레져,내국인관광객,40대,여,2018-12,864,1213,29942292
제주도,제주시,도심,문화/레져,내국인관광객,40대,남,2018-12,1380,2254,68461524
제주도,제주시,도심,문화/레져,내국인관광객,30대,여,2018-12,956,1355,28549214
제주도,제주시,도심,문화/레져,내국인관광객,30대,남,2018-12,1498,2543,53817587
제주도,제주시,도심,문화/레져,내국인관광객,20대미만,여,2018-12,64,115,765270
제주도,제주시,도심,문화/레져,내국인관광객,20대미만,남,2018-12,130,364,3328500
제주도,제주시,도심,문화/레져,내국인관광객,20대,여,2018-12,1303,2066,27136730
제주도,제주시,도심,문화/레져,내국인관광객,20대,남,2018-12,2037,5512,48363960
제주도,제주시,도심,교통,제주도민,60대이상,여,2018-12,3330,4602,315929713
제주도,제주시,도심,교통,제주도민,60대이상,남,2018-12,6972,10797,774914683
제주도,제주시,도심,교통,제주도민,50대,여,2018-12,6271,8818,543604041
제주도,제주시,도심,교통,제주도민,50대,남,2018-12,9818,15033,955434106
제주도,제주시,도심,교통,제주도민,40대,여,2018-12,7137,10052,566107425
제주도,제주시,도심,교통,제주도민,40대,남,2018-12,10425,15979,910548389
제주도,제주시,도심,교통,제주도민,30대,여,2018-12,4859,6554,318070602
제주도,제주시,도심,교통,제주도민,30대,남,2018-12,7071,10173,506279724
제주도,제주시,도심,교통,제주도민,20대미만,여,2018-12,32,30,1088993
제주도,제주시,도심,교통,제주도민,20대미만,남,2018-12,49,65,1822502
제주도,제주시,도심,교통,제주도민,20대,여,2018-12,2365,2927,123136292
제주도,제주시,도심,교통,제주도민,20대,남,2018-12,3348,4566,184249307
제주도,제주시,도심,교통,내국인관광객,60대이상,여,2018-12,1213,1415,113520500
제주도,제주시,도심,교통,내국인관광객,60대이상,남,2018-12,2713,3201,307446543
제주도,제주시,도심,교통,내국인관광객,50대,여,2018-12,3605,4009,349862624
제주도,제주시,도심,교통,내국인관광객,50대,남,2018-12,7137,8333,713661875
제주도,제주시,도심,교통,내국인관광객,40대,여,2018-12,5080,5694,532932776
제주도,제주시,도심,교통,내국인관광객,40대,남,2018-12,8804,10291,839732240
제주도,제주시,도심,교통,내국인관광객,30대,여,2018-12,6585,7222,572301729
제주도,제주시,도심,교통,내국인관광객,30대,남,2018-12,9663,10985,834413947
제주도,제주시,도심,교통,내국인관광객,20대미만,여,2018-12,86,92,11689873
제주도,제주시,도심,교통,내국인관광객,20대미만,남,2018-12,92,98,21069287
제주도,제주시,도심,교통,내국인관광객,20대,여,2018-12,6422,6699,656213783
